PLAY "Play"
BIOMES_SNOW_NAME "winter"
BIOMES_DESERT_NAME "desert"
BIOMES_OUTBACK_NAME "outback"
BIOMES_SWAMP_NAME "swamp"
HINTS_OPTION_NAME "In-game hints"
ASCII_OPTION_NAME "Unicode graphics"
MUSIC_OPTION_NAME "Music volume"
SOUND_OPTION_NAME "SFX volume"
KEEP_SAVEFILES_OPTION_NAME "Keep save files"
SHOW_MAP_OPTION_NAME "Show map"
FULLSCREEN_OPTION_NAME "Fullscreen"
VSYNC_OPTION_NAME "Vertical Sync"
FPS_LIMIT_OPTION_NAME "Framerate limit"
ZOOM_UI_OPTION_NAME "Zoom in UI"
DISABLE_MOUSE_WHEEL_OPTION_NAME "Disable mouse wheel scrolling"
DISABLE_CURSOR_OPTION_NAME "Disable pretty mouse cursor"
ONLINE_OPTION_NAME "Online features"
GAME_EVENTS_OPTION_NAME "Anonymous statistics"
AUTOSAVE2_OPTION_NAME "Number of turns between autosaves"
STARTING_RESOURCE_OPTION_NAME "Resource bonus"
START_WITH_NIGHT_OPTION_NAME "Start with night"
PLAYER_NAME_OPTION_NAME "First name"
SETTLEMENT_NAME_OPTION_NAME "Settlement name"
MAIN_VILLAINS_OPTION_NAME "Main villains"
RETIRED_VILLAINS_OPTION_NAME "Retired villains"
LESSER_VILLAINS_OPTION_NAME "Lesser villains"
MINOR_VILLAINS_OPTION_NAME "Minor villains"
ALLIES_OPTION_NAME "Allies"
CURRENT_MOD2_OPTION_NAME "Current mod"
ENDLESS_ENEMIES_OPTION_NAME "Start endless enemy waves"
ENEMY_AGGRESSION_OPTION_NAME "Enemy aggression"
KEEPER_WARNING_OPTION_NAME "Keeper danger warning"
KEEPER_WARNING_TIMEOUT_OPTION_NAME "Keeper danger timeout"
SINGLE_THREAD_OPTION_NAME "Use a single thread for loading operations"
UNLOCK_ALL_OPTION_NAME "Unlock all hidden gameplay features"
EXP_INCREASE_OPTION_NAME "Enemy difficulty curve"
DPI_AWARE_OPTION_NAME "Override Windows DPI scaling"
LANGUAGE_OPTION_NAME "Language"
OPTION_NAME_AND_VALUE "{1}: {2}"
HINTS_OPTION_DESCRIPTION "Display some extra helpful information during the game."
ASCII_OPTION_DESCRIPTION "Switch to old school roguelike graphics."
KEEP_SAVEFILES_OPTION_DESCRIPTION "Don't remove the save file when a game is loaded."
FULLSCREEN_OPTION_DESCRIPTION "Switch between fullscreen and windowed mode."
VSYNC_OPTION_DESCRIPTION "Limits frame rate to your monitor's refresh rate. Turning off may fix frame rate issues."
FPS_LIMIT_OPTION_DESCRIPTION "Limits frame rate. Lower framerate keeps GPU cooler."
ZOOM_UI_OPTION_DESCRIPTION "All UI and graphics are zoomed in. Use if you have a large resolution screen and things appear too small."
ONLINE_OPTION_DESCRIPTION "Enable online features, like dungeon sharing and highscores."
GAME_EVENTS_OPTION_DESCRIPTION "Enable sending anonymous statistics to the developer."
AUTOSAVE2_OPTION_DESCRIPTION "Autosave the game every X number turns. The save file will be used to recover in case of a crash."
ENDLESS_ENEMIES_OPTION_DESCRIPTION "Turn on recurrent enemy waves that attack your dungeon."
ENEMY_AGGRESSION_OPTION_DESCRIPTION "The chance of your dungeon being attacked by enemies."
KEEPER_WARNING_OPTION_DESCRIPTION "Display a pop up window whenever your Keeper is in danger."
KEEPER_WARNING_TIMEOUT_OPTION_DESCRIPTION "Number of turns before a new \"Keeper in danger\" warning is shown."
SINGLE_THREAD_OPTION_DESCRIPTION "Please try this option if you're experiencing slow saving, loading, or map generation. Note: this will make the game unresponsive during the operation."
UNLOCK_ALL_OPTION_DESCRIPTION "Unlocks all player characters and gameplay features that are normally unlocked by finding secrets in the game."
EXP_INCREASE_OPTION_DESCRIPTION "Defines the increase in experience for every lesser and main villain as you travel further away from your home site."
DPI_AWARE_OPTION_DESCRIPTION "If you find the game blurry, this setting might help. Requires restarting the game."
ATTR_BUFF_DESCRIPTION "Gives a +{1} {2} bonus."
ATTR_DEBUFF_DESCRIPTION "Gives a +{1} {2} penalty."
ATTR_DEBUFF_NAME "{1} debuff"
BUFFS_THICK_SKIN_DESCRIPTION "defense"
BUFFS_IRON_ARMS_DESCRIPTION "damage"
BUFFS_STABLE_HAND_DESCRIPTION "ranged damage"
BUFFS_PIERCING_VOICE_DESCRIPTION "spell damage"
BUFFS_DIVINE_PROTECTION_DESCRIPTION "defense"
BUFFS_DIVINE_STRENGTH_DESCRIPTION "damage"
BUFFS_DIVINE_DIGGING_DESCRIPTION "digging"
BUFFS_DEF_DEBUFF_NAME "defense"
BUFFS_PREACHING_ENDEFFECT "Minions have been blessed with a temporary +5 defense bonus."
BUFFS_PREACHING_ID5 "Minions have been blessed with a temporary +5 damage bonus."
BUFFS_PREACHING_ID6 "Minions have been blessed with a temporary +15 digging bonus."
BUFFS_PREACHING_ID7 "Minions have been blessed with temporarily faster training."
BUFFS_PREACHING_ID8 "Minions have been blessed with temporarily faster crafting."
BUFFS_PREACHING_ID9 "Minions have been blessed with temporary resistance to ranged attacks."
BUFFS_PREACHING_ID10 "Minions have been blessed with a temporary ability to regenerate wounds."
BUFFS_PREACHING_ID11 "Minions have been blessed with temporary resistance to fire attacks."
BUFFS_PREACHING_ID12 "Minions have been blessed with temporary resistance to poison."
BUFFS_PREACHING_ID13 "Minions have been blessed with temporary resistance to dragon attacks."
BUFFS_PREACHING_ID14 "Minions have been blessed with temporary resistance to demon attacks."
BUFFS_PREACHING_ID15 "Minions have been blessed with temporary resistance to undead attacks."
BUFFS_PREACHING_ID16 "Minions have been blessed with temporary resistance to lizardmen attacks."
BUFFS_PREACHING_ID17 "Minions have been blessed with temporary resistance to elf attacks."
BUFFS_PREACHING_ID18 "Minions have been blessed with temporary resistance to greenskin attacks."
BUFFS_PREACHING_ID19 "Minions have been blessed with increased melee training limits."
BUFFS_PREACHING_ID20 "Minions have been blessed with increased divinity training limits."
BUFFS_PREACHING_ID21 "Minions have been blessed with guardian angels."
BUFFS_PREACHING_ID22 "Your prayers for summoning stronger armed help have been answered."
BUFFS_PREACHING_ID23 "Your prayers for summoning armed help have been answered."
BUFFS_PREACHING_ID24 "Your prayers for summoning more workforce have been answered."
AUTOMATON_RANGED_HEAD_DESCRIPTION "Grants the \"{1}\" ability."
ITEMS_ARCHERHEADWOOD_PREFIX "arrow shooting"
ITEMS_ARCHERHEADIRON_PREFIX "arrow shooting"
ITEMS_FIREHEADIRON_PREFIX "fire breathing"
ITEMS_OILHEADIRON_PREFIX "oil spitting"
ITEMS_ACIDHEADIRON_PREFIX "acid spitting"
ITEMS_ARCHERHEADADA_PREFIX "arrow shooting"
ITEMS_FIREHEADADA_PREFIX "fire breathing"
ITEMS_OILHEADADA_PREFIX "oil spitting"
ITEMS_ACIDHEADADA_PREFIX "acid spitting"
ITEMS_FIREHEADINFERNITE_PREFIX "fire breathing"
ITEMS_INVISIBILITYHEADADOXIUM_PREFIX "invisibility"
ITEMS_TELEPORTHEADADOXIUM_PREFIX "teleport"
ITEMS_HUMANOIDHEADWOOD_PREFIX1 "humanoid"
ITEMS_AUTOMATONARMSWOOD_MELEEATTACKATTR "melee"
ITEMS_AUTOMATONDRILLWOOD_PREFIX1 "drill"
ITEMS_AUTOMATONCRAFTINGWOOD_PREFIX1 "crafting"
ITEMS_REPAIRAUTOMATONARMSIRON_PREFIX1 "repair"
ITEMS_KABOOMHEAD_AMOUNT "kaboom"
PROTECTION_MASS_DESCRIPTION "Mass will be held with the intention of protecting minions from {1}."
PROTECTION_MASS_SHORT_NAME "protection from {1}"
PROTECTION_MASS_NAME "liturgical book for protection from {1}"
PROTECTION_RING_NAME "ring of protection from {1}"
PROTECTION_RING_SHORT_NAME "from {1}"
ITEMS_UNDEADPROTECTIONRING5_NAME "undead"
ITEMS_ELFPROTECTIONRING5_NAME "elves"
ITEMS_DWARFPROTECTIONRING5_NAME "dwarves"
ITEMS_GREENSKINPROTECTIONRING5_NAME "greenskins"
ITEMS_UNDEADPROTECTIONRING15_NAME "undead"
ITEMS_ELFPROTECTIONRING15_NAME "elves"
ITEMS_DWARFPROTECTIONRING15_NAME "dwarves"
ITEMS_GREENSKINPROTECTIONRING15_NAME "dwarves"
ITEMS_DRAGONPROTECTIONRING15_NAME "dragons"
ITEMS_PRAYERBOOKPROTECTION_SHORTNAME16 "dragons"
ITEMS_PRAYERBOOKPROTECTION_SHORTNAME17 "demons"
ITEMS_PRAYERBOOKPROTECTION_SHORTNAME18 "the undead"
ITEMS_PRAYERBOOKPROTECTION_SHORTNAME19 "elves"
ITEMS_PRAYERBOOKPROTECTION_SHORTNAME20 "greenskins"
ITEMS_PRAYERBOOKPROTECTION_SHORTNAME21 "lizardmen"
BUFFS_DAM_BONUS_NAME "damage"
BUFFS_DAM_BONUS_DESCRIPTION "damage"
BUFFS_DEF_BONUS_NAME "defense"
BUFFS_DEF_BONUS_DESCRIPTION "defense"
BUFFS_THICK_SKIN_NAME "thick skin"
BUFFS_THICK_SKIN_ADJECTIVE "thick skin"
BUFFS_IRON_ARMS_NAME "iron arms"
BUFFS_IRON_ARMS_ADJECTIVE "iron arms"
BUFFS_STABLE_HAND_NAME "stable hand"
BUFFS_STABLE_HAND_ADJECTIVE "stable hand"
BUFFS_PIERCING_VOICE_NAME "piercing voice"
BUFFS_PIERCING_VOICE_ADJECTIVE "piercing voice"
SPELLS_MAGIC_MISSILE_EFFECT2 "Shoots a magic missile"
SPELLS_ADVANCED_MAGIC_MISSILE_EFFECT2 "Shoots a magic missile"
SPELLS_EXPERT_MAGIC_MISSILE_EFFECT2 "Shoots a magic missile"
SPELLS_MAGIC_MISSILE_EFFECT3 "Shoots a holy missile"
SPELLS_ADVANCED_MAGIC_MISSILE_EFFECT3 "Shoots a holy missile"
SPELLS_EXPERT_MAGIC_MISSILE_EFFECT3 "Shoots a holy missile"
SPELLS_SHOOT_ARROW_EFFECT1 "Shoots an arrow"
SPELLS_SHOOT_BOLT_EFFECT1 "Shoots a bolt"
WAIT_COMMAND_NAME "Wait"
WAIT_COMMAND_DESCRIPTION "Wait until all other team members make their moves (doesn't skip turn)."
DISMOUNT_COMMAND_NAME "Dismount"
DISMOUNT_COMMAND_DESCRIPTION "Dismount your steed."
MOUNT_COMMAND_DESCRIPTION "Mount a steed."
FIRE_RANGED_WEAPON_OR_SPELL "Fire ranged weapon or spell"
CHAT_COMMAND_DESCRIPTION "Chat with someone."
HIDE_COMMAND_NAME "Hide"
HIDE_COMMAND_DESCRIPTION "Hide behind or under a terrain feature or piece of furniture."
DROP_EVERYTHING_COMMAND_NAME "Drop everything"
DROP_EVERYTHING_COMMAND_DESCRIPTION "Drop all items in possession."
MESSAGE_HISTORY "Message history"
ABSORB_COMMAND_DESCRIPTION "Absorb a friendly creature and inherit its attributes. Requires the absorbtion skill."
MAGE_SPELL_SCHOOL_NAME "mage"
HEALER_SPELL_SCHOOL_NAME "healer"
SPIRITUALIST_SPELL_SCHOOL_NAME "spiritualist"
FIRE_SPELL_SCHOOL_NAME "fire"
ILLUSION_SPELL_SCHOOL_NAME "illusion"
FIGHTER_SPELL_SCHOOL_NAME "fighter"
ARCHER_SPELL_SCHOOL_NAME "archer"
VAMPIRE_SPELL_SCHOOL_NAME "vampire"
CHICKENMANCY_SPELL_SCHOOL_NAME "chickenmancy"
DWARF_SPELL_SCHOOL_NAME "dwarf"
ZOMBIE_MAGE_SPELL_SCHOOL_NAME "zombie mage"
PRAYERS_SPELL_SCHOOL_NAME "prayers"
TO_BE_SMELTED "To be smelted:"
IN_PRODUCTION "In production:"
CONQUER_SOME_VILLAINS "Conquer some villains to advance."
Z_LEVEL "Z-level {1}"
GROUND_LEVEL "Ground"
ENEMIES_MAIN_DUNGEON_NAME "Adoxie's Temple"
ENEMIES_MAIN_DUNGEON_NAME1 "A Very Hot Place"
ENEMIES_MAIN_DUNGEON_NAME2 "Down Under"
ENEMIES_ADOXIE_VAULT_NAME "Adoxie's Vault"
ENEMIES_DUNGEON1_NAME "Black market"
ENEMIES_SOKOBAN_NAME "Sokoban"
ENEMIES_ADOXIE_FEET_NAME "Ancient tomb"
ENEMIES_WIZARD_TOWER_NAME "A wizard's tower"
HELP_TITLE "Capturing prisoners"
HELP_TITLE1 "Using steeds"
HELP_TITLE2 "Buildings and Z-levels"
HELP_TITLE3 "Damage calculation"
HELP_TITLE4 "Guard zones"
FURNITURE_WATER_UNSEENMESSAGE "You hear a splash."
DIGGING_WARNING "Dig into the mountain and start building a dungeon."
RESOURCE_STORAGE_WARNING "Storage room for resources is needed."
EQUIPMENT_STORAGE_WARNING "Storage room for equipment is needed."
LIBRARY_WARNING "Build a library to start research."
BEDS_WARNING "You need to build beds for your minions."
TRAINING_WARNING "Build a training room for your minions."
TRAINING_UPGRADE_WARNING "Training room upgrade needed."
NO_HATCHERY_WARNING "You need to build a pigsty."
WORKSHOP_WARNING "Build a workshop to produce equipment and traps."
NO_WEAPONS_WARNING "You need weapons for your minions."
GRAVES_WARNING "You need a graveyard to collect corpses"
CHESTS_WARNING "You need to build treasure chests."
NO_PRISON_WARNING "You need to build a prison."
LARGER_PRISON_WARNING "You need a larger prison."
TORTURE_ROOM_WARNING "You need to build a torture room."
MORE_CHESTS_WARNING "You need more treasure chests."
DUNGEON_LEVEL_WARNING "Conquer an enemy tribe to increase your malevolence level."
MORE_LIGHTS_WARNING "Place some torches to light up your dungeon."
GUARD_POSTS_WARNING "Guard zones have been placed, but the guarding activity is not enabled for any minion."
DROP_ITEM_ACTION "drop"
DROP_MULTI_ITEM_ACTION "drop some"
DROP_STEED_ITEM_ACTION "unassign steed"
GIVE_ITEM_ACTION "give"
PAY_ITEM_ACTION "pay for"
EQUIP_ITEM_ACTION "equip"
THROW_ITEM_ACTION "throw"
UNEQUIP_ITEM_ACTION "remove"
APPLY_ITEM_ACTION "apply"
REPLACE_ITEM_ACTION "replace"
REPLACE_STEED_ITEM_ACTION "assign steed"
LOCK_ITEM_ACTION "lock"
REMOVE_ITEM_ACTION "remove item"
CHANGE_NUMBER_ITEM_ACTION "change number"
NAME_ITEM_ACTION "name"
INTRINSIC_ACTIVATE_ITEM_ACTION "activate attack"
INTRINSIC_DEACTIVATE_ITEM_ACTION "deactivate attack"
IDLE_MINION_ACTIVITY "Idle"
SLEEP_MINION_ACTIVITY "Sleeping"
CONSTRUCTION_MINION_ACTIVITY "Construction"
DIGGING_MINION_ACTIVITY "Digging"
HAULING_MINION_ACTIVITY "Hauling"
WORKING_MINION_ACTIVITY "Labour"
EAT_MINION_ACTIVITY "Eating"
EXPLORE_NOCTURNAL_MINION_ACTIVITY "Exploring (night)"
EXPLORE_CAVES_MINION_ACTIVITY "Exploring caves"
EXPLORE_MINION_ACTIVITY "Exploring"
RITUAL_MINION_ACTIVITY "Rituals"
CROPS_MINION_ACTIVITY "Crops"
TRAIN_MINION_ACTIVITY "Training"
ARCHERY_MINION_ACTIVITY "Archery range"
CRAFT_MINION_ACTIVITY "Crafting"
STUDY_MINION_ACTIVITY "Studying"
POETRY_MINION_ACTIVITY "Fine arts"
MINION_ABUSE_MINION_ACTIVITY "Abusing minions"
COPULATE_MINION_ACTIVITY "Copulating"
SPIDER_MINION_ACTIVITY "Spinning webs"
GUARDING1_MINION_ACTIVITY "Guard zone 1"
GUARDING2_MINION_ACTIVITY "Guard zone 2"
GUARDING3_MINION_ACTIVITY "Guard zone 3"
DISTILLATION_MINION_ACTIVITY "Distilling"
BE_WHIPPED_MINION_ACTIVITY "Being whipped"
BE_TORTURED_MINION_ACTIVITY "Being tortured"
BE_EXECUTED_MINION_ACTIVITY "Being executed"
PHYLACTERY_MINION_ACTIVITY "Phylactery"
PREACHING_MINION_ACTIVITY "Holding Mass"
MASS_MINION_ACTIVITY "Attending Mass"
PRAYER_MINION_ACTIVITY "Praying"
HEARING_CONFESSION_MINION_ACTIVITY "Hearing confessions"
CONFESSION_MINION_ACTIVITY "Confessing"
TECH_REQUIREMENT "Requires technology: {1}"
DUNGEON_LEVEL_REQUIREMENT "Requires at least level {1}"
AN_ALARM_SOUNDS_NEAR_YOU "An alarm sounds near you."
AN_ALARM_SOUNDS_IN_THE "An alarm sounds in the {1}."
YOU_DONT_HAVE_ENOUGH_GOLD "You don't have enough gold to pay."
YOU_DONT_HAVE_ENOUGH_GOLD_FOR_EVERYTHING "You don't have enough gold to pay for everything."
CANT_ATTACK_WHILE_PEACEFUL "You feel that doing this goes against your beliefs."
EXCUSE_ME "Excuse me!"
BUT_WAIT "But wait!"
THE_ATTACK_IS_HARMLESS "The attack is harmless."
THE_FIRE_IS_HARMLESS "The fire is harmless."
THE_COLD_IS_HARMLESS "The cold is harmless."
THE_ACID_IS_HARMLESS "The acid is harmless."
SURPRISE_EXCLAMATION "Surprise!"
YOU_HEAR_A_CRASH "You hear a crash."
YOU_CUT_TENTACLE "You cut the kraken's tentacle."
YOU_KILL_KRAKEN "You kill the kraken!"
PAY_YOUR_DEBT "\"Pay your debt or... !\""
YOU_OWE_ME "\"Come back, you owe me {1} gold!\""
THIEF_THIEF "\"Thief! Thief!\""
IT_WAS_JUST_AN_ILLUSION "It was just an illusion!"
THE_ILLUSION_DISAPPEARS "The illusion disappears."
HALLUCINATION_MESSAGE "The world explodes into colors!"
HALLU_WHILE_BLIND_MESSAGE "You feel as if a party has started without you."
INVISIBLE_WHILE_BLIND_MESSAGE "You feel like a child again."
SOMETHING_STINKS_MESSAGE "The smell!"
PORTAL_INACTIVE "The portal is inactive. Create another one to open a connection."
SPELL_DIDNT_WORK "The spell didn't work."
NOTHING_HAPPENS "Nothing happens"
SUMMON_MINIONS_MESSAGE "The sheep have returned to the shepard."
BAD_STAIRS_MESSAGE "These stairs don't lead anywhere."
UPLOADING_BUG_REPORT "Uploading bug report"
FETCHING_BOARD_CONTENTS "Fetching board contents"
GENERATING_MAP "Generating map"
RETIRING_SITE "Retiring site"
AUTOSAVING "Autosaving"
SAVING_GAME "Saving game"
INITIALIZING_GAME "Initializing game"
FETCHING_LIST_OF_RETIRED_DUNGEONS "Fetching list of retired dungeons from the server..."
FETCHING_LIST_OF_ONLINE_MODS "Fetching list of online mods from the server..."
LOADING_GAME "Loading {1}"
DOWNLOADING "Downloading {1}"
UPLOADING "Uploading {1}"
CHOOSE_DESTINATION_SITE "Choose destination site:"
MINIONS_LEFT_BEHIND_SUNLIGHT "These minions will be left behind due to sunlight. Continue?"
MINIONS_LEFT_BEHIND_TURNED_OFF "These minions will be left behind due to being turned off. Continue?"
CHOOSE_NEW_TEAM_LEADER "Choose new team leader:"
ORDER_TEAM_BACK_TO_BASE "Order team back to base"
CHOOSE_MINION_TO_ABSORB "Choose minion to absorb"
CHOOSE_CREATURE_TO_PLACE "Choose creature to place"
ASSIGN_QUARTERS_TO "Assign these quarters to:"
PRISONERS_ESCAPING "Prisoners escaping!"
ALARM_GOES_OFF "An alarm goes off."
EFFECT_IS_PERMANENT "The effect is permanent"
DOUBLE_TROUBLE_MESSAGE "Double trouble!"
FIRE_SPELL_MESSAGE "A tower of flames errupts from the floor!"
YOU_SENSE_BIG_DANGER "You sense big danger!"
YOU_SENSE_DANGER "You sense danger!"
UNNAMED_TRIBE_DESTROYED "An unnamed tribe is destroyed."
YOU_ARE_A_COWARD "You are a coward!"
YOU_ARE_GOING_TO_REGRET "You are going to regret this."
ATTACKING_IN "Attacking in {1} turns!"
TOTAL_WEIGHT_LABEL "Total weight: {1}"
CAPACITY_LABEL "Capacity: {1}"
RESEARCH_LEVEL "Level {1}"
NEXT_LEVEL_PROGRESS "Next level progress: {1}/{2}"
GRID_POSITION "Position: {1}"
MOD_MADE_BY_STEAM_FRIEND "By your friend {1}"
MAIN_VILLAINS_CONQUERED "{1}/{2} main villains conquered"
YOU_ATTACK_TARGET "you"
LIMITED_TO_N_CREATURES "Limited to {1} creatures."
NEW_LINE "{1}
{2}"
TEXT128 "Page not found. Please contact mod author."
TEXT129 "In addition to laying your fortress under the mountain, you can also construct outdoor buildings. It is possible for buildings to have multiple floors, and there is no limit on how many staircases you can build between the so-called Z-levels."
TEXT130 "1. To start, designate \"building interior\" somewhere outdoors."
TEXT131 "Once built, this area is considered roofed and you can place all usual constructions and furniture in it. You may also surround it with walls, but it's not required."
TEXT132 "2. Now build \"Up stairs\" somewhere inside your new building, and you will gain access to a new Z-level above the current one. There are several ways to scroll your map to it. Use Ctrl + mouse wheel, or click on the stairs themselves, or use the Z-level menu under the minimap. You can also use the , and . keys or control a minion and walk up manually."
TEXT133 "Note that you can also use the Z-level menu and the Ctrl + mouse wheel shortcut in control mode to have your minion auto-travel between Z-levels."
TEXT134 "3. Place building interior on your new building floor to build something there. Also notice that the level's topography spans multiple Z-levels, and you can gain access to new resources and other goodies when exploring \"up\"."
TEXT135 "Riding steeds can enhance your minions' fighting abilities, let them gain speed or navigate over inaccessible terrain."
TEXT136 "1. Get hold of some ridable creatures, such as horses, wolves or a dragon. You can identify steeds by their \"steed\" status."
TEXT137 "2. You'll need a minion that can ride steeds. There is a high chance that your Keeper can depending on their class."
TEXT138 "3. Assign the steed to your rider. You can do that in the equipment list in the minion's menu. Chances are a steed has already been assigned automatically."
TEXT139 "Keep in mind that a rider can only ride steeds of compatible size. Large creatures can ride large and huge steeds, while medium and small creatures can only ride steeds of exactly their size. For example most humans will ride horses and dragons, goblins will ride wolves, and imps will ride bats and rabbits."
TEXT140 "4. The rider will now always mount its steed when leaving your base. In the turn-based mode you can mount your steed manually by pressing 'm' or by right clicking on your steed and choosing \"mount\"."
TEXT141 "Depending on your game's settings, most of your enemies and allies will likely be located away from your home site. "
TEXT142 "TBF"
TEXT143 "The amount of damage a creature takes in combat is dependent on its defense value, the value of the attack and certain modifiers. Different attack types use different attribute values as their base: most melee combat uses the damage attribute, ranged attacks use ranged damage, and magical attacks use spell damage."
TEXT144 "Once we know the attack value, we can apply special attack bonuses, for example some creatures have a higher attack when drunk or against certain enemies, such as undead. These bonuses are always listed in the creature's description."
TEXT145 "The victim uses the defense attribute as its base defense value, and we similarly apply any special defense bonuses the creature has. After that we multiply or divide the value by 1.3 if the creature is resistant or vulnerable to the attack type. For example with magic resistance, your defense is 30% higher against magical attacks."
TEXT146 "We also calculate a flanking multiplier based on by how many enemies a creature is surrounded by. For each enemy the final defense value is divided by 1.07. This is countered by the parry attribute, which is increased by shields."
TEXT147 "Having the final attack and defense values, we divide them by each other, and apply a damage curve that finally tells us how much health the victim loses."
TEXT148 "As you can see, you'll lose all your health if the attack is 2.2 stronger than your defense, 12% if they're equal, and the attack will be harmless if it's 0.6 of the defense value or lower."
TEXT149 "What happens from now on depends a lot on the victim. Creatures made of flesh, fire or spirit have a normal health counter from which the health loss will be subtracted. Other creatures, such as undead, golems and automatons, have a chance of losing a limb or falling apart based on the magnitude of the loss, but the game doesn't directly track health for them. "
TEXT150 "Setting up guard zones allows you to place your minions in chosen spots to watch for potential invaders."
TEXT151 "1. Choose one of the three guard area colors, and place it on the map. You should place just one tile for every minion you expect to stand on guard."
TEXT152 "2. Choose the type of minions that will attend this guard area color. It's easiest to select a whole group, such as all goblin warriors or all melee dwarves. Go to one of the minions' menu, select their activity, and enable the chosen guard zone activity for the whole group."
TEXT153 "Now this group's activities include guarding. It works best if the group is much bigger than the number of placed guard posts, as this will allow them to rotate, and peform other activities as well."
TEXT154 "Want to supplement your workforce or convert enemies to fight on your side? You can do that by capturing enemy creatures."
TEXT155 "1. Right click on an enemy and toggle the capture order. You'll notice that the color of its health bar changes to white."
TEXT156 "2. Fight the enemy until it is stunned. Keep in mind that some creatures are resistant to capturing, and are much harder to capture than to simply kill."
TEXT157 "3. Back in real-time mode, you'll find the stunned creature in your immigration list. Click on it to enslave it."
